Store,Description,Telephone,Hours
/store-directory/key-power-sports/,"Key Power Sports aims to help consumers pursue an active lifestyle, with the best performance shoes and apparels.",NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/keyshoe-enterprises/,"Originating from our first branch in Parkway Parade in 1983, Keyshoe has since developed into a successful chain of specialist stores; we provide key duplication, repairing of leather shoes and cleaning services, all at an affordable price.",6344 2174,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/kfc/,"Captivating aroma, succulent, juicy chicken and thoughtful service are what KFC lovers come back for. Choose between our signature Original Recipe chicken prepared with Colonel Sander’s secret blend of 11 herbs and spices, or the all-time favorite Hot & Crispy chicken. Visit KFC today for a dining experience that is so good.",6346 2379,"Monday: 8am - 10pm
Tuesday: 8am - 10pm
Wednesday: 8am - 10pm
Thursday: 8am - 10pm
Friday: 8am - 10pm
Saturday: 8am - 10pm
Sunday: 8am - 10pm
"
/store-directory/kiehls/,"Kiehl's began as a New York apothecary in 1851. For more than 160 years, we have served our customers the finest formulations for skin and hair developed with the most advanced technologies and natural ingredients that are clinically proven to be safe, efficacious and gentle enough for even sensitive skin.",6346 1276,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/kimage/,"Established in 1994, Kimage is a boutique hair salon chain in Singapore founded on a guiding belief that an individual’s personality can be amplified through the craft of hairdressing.",6743 2700,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 10am - 8pm
Sunday: 10am - 8pm
"
/store-directory/kiminoya-garment/,Kiminoya Garment specializes in trendy and fashionable female clothing.,6348 1380,"Monday: 11:30am - 8:30pm
Tuesday: 11:30am - 8:30pm
Wednesday: 11:30am - 8:30pm
Thursday: 11:30am - 8:30pm
Friday: 11:30am - 8:30pm
Saturday: 11:30am - 8:30pm
Sunday: 11:30am - 8:30pm
"
/store-directory/KOI-the/,"KOI THÉ Singapore was first established in 2007 with the vision to bring happiness to the world when they drink a cup of tea. THÉ means “TEA” in French, its pronunciation also sounds like Taiwanese “TÉ” in KOI. KOI's Milk Tea is irresistible with a variety of outstanding toppings and exclusive flavors that differentiate us from the rest.

As Singapore's renowned bubble tea brand, KOI focuses on brewing aromatic tea with quality. The freshly brewed tea and flavourful ingredients, prepared with passion are the key to KOI’s authentic taste. KOI shares its happiness and love of tea with everyone, making every experience memorable.",6025 3753,"Monday: 12pm - 10pm
Tuesday: 12pm - 10pm
Wednesday: 12pm - 10pm
Thursday: 12pm - 10pm
Friday: 12pm - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/koong-woh-tong/,"Koong Woh Tong is an authentic herbal jelly and herbal tea house. Its herbal jelly is made with delicate ingredients and process using age-old secret recipe, it is highly recognized and delighted by royal family of ancient Chinese dynasty.",NIL,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/Kskin/,"Kskin is a Korean Express Facial Service that appeals to a wide range of customers as results can be visibly seen in just 15 minutes, while maintaining a very affordable price of only $28! No appointment needed! No package selling! Kskin proprietary treatments only need 15 minutes to reveal a refreshed and glowing skin, allowing customers to maximize precious time while achieving their skincare goals. Formulated from the best of Korean skincare solutions, Kskin’s quality is assured. Their team of friendly therapists are well trained to understand different skin types, and there’s a perfect solution for every skin needs at Kskin salons. Visit Kskin today!",NIL,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10am - 9:30pm
Sunday: 10am - 9:30pm
"
/store-directory/lac-nutrition-for-life/,"LAC, a subsidiary of V3 Brands, is a leading health and wellness supplement brand with a global presence. Since its founding, LAC, short for Leader in Antioxidative Control, has embarked on a pioneering journey to develop scientifically based formulas, harnessing the best of eastern wisdom and western technology to fight free radicals, combat ageing brought forth by oxidative stress, and support you daily in looking, feeling, and functioning at your best.",6447 6029,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/lenskart/,"Lenskart is a direct-to-consumer brand that retails the best quality, fashionable eyewear at surprisingly low prices. Lenskart achieves this by establishing a direct route to customers - straight from manufacturing to retail, and by eliminating 7 layers of middlemen. Lenskart has 2 unique products BLU lenses and Air frames. BLU lenses are designed for the digital age. They block blue rays from smartphones and other digital devices, helping prevent eye damage. Lenskart BLU is a fully loaded lens scratch-proof, superhydrophobic and aspheric. Air frames are lightweight, flexible, robust and are designed for ultimate comfort and style.",NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/LeNu/,"With an aim to cultivate the culture of enjoying tradition Chinese noodle, LeNu is a casual Chinese noodle bar that promises diners delectable varieties of noodle at affordable prices.

LeNu is founded to delight with value and quality noodle selections using the finest ingredients, the proportion of ingredients are also carefully measured to ensure consistency in every bowl.

Offering various soup bases and noodle types, there is bound to be something for everyone, matching each unique taste palate.",NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 10:30am - 10pm
Sunday: 10:30am - 10pm
"
/store-directory/levis/,"The Levi's® brand epitomizes classic American style and effortless cool. Since their invention by Levi Strauss & Co. in 1873, Levi's® jeans have become one of the most recognizable garments of clothing in the world - capturing the imagination and loyalty of people for generations. Today, Levi's® brand portfolio continues to evolve through a relentless pioneering and innovative spirit that is unparalleled in the apparel industry.  Our range of leading jeanswear and accessories are available in more than 110 countries, allowing individuals around the world to express their personal style.",6447 4501,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/lionshield-select/,Highly Curated Tech Products,NIL,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/live-it-up/,"The quintessential home living store with global brands like Brabantia, Bodum, Schott Zwiesel, Staub and Zwilling J.A. Henckels.",6348 2330,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/lovisa/,"The first stop shop for the fashion forward to get their on-trend accessories fix!

Lovisa was created out of a need for current fashion jewellery at an accessible price point. Our trend spotting department in London take inspiration from high fashion couture runways and current street style. The keen-eyed design team at Lovisa Australia uses a wide range of materials and expert finishing techniques to deliver fashion forward designer jewellery and hair accessories.",6348 8301,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/ma-kuang-tcm/,"Ma Kuang Healthcare Group was established in Singapore since 1999. In terms of operation number of institutions and treatment efficacy Ma Kuang Healthcare Group is one of the leading medical provider in the region.

Ma Kuang’s main clinic in Middle Road emerged in September 1999. Since then, it has deeply plowed its way till today.

Today, Ma Kuang operates more than 25 TCM clinics, Tuina centres, wellness centres, Women’s & Children’s clinics and medical retail outlet across Singapore. Ma Kuang is now one of the leading extensive chain of TCM centres in Singapore where we are committed to bringing holistic care and lifelong health to all our patients.

In Ma Kuang, we offer comprehensive range of TCM services, from General TCM Consultation, Acupuncture, TuiNa Massotheraphy and TCM prescriptions, cupping, gua sha & TDP lamp.",6241 9297,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 8pm
Sunday: 10am - 8pm
"
/store-directory/mango/,"Founded in Barcelona in 1984, Mango is one of Europe's leading fashion groups, an international company with design and creativity at the heart of its business model and a strategy based on constant innovation and the pursuit of sustainability.",NIL,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 9pm
"
/store-directory/mannequeen/,"Keeping up with the latest fashion trend and clothing designs, ManneQUEEN is a unique brand offering different styles to bring out your individual character.",67022297,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/marks-and-spencer/,"Marks and Spencer is a leading British retailer bringing quality, great value food, clothing and homeware.

M&S offers stylish clothing and home products of great quality, essential for everyday style and with trusted value, suitable for the whole family.

Imported from the UK, M&S food offers a range of delicious and fresh food products, all responsibly sourced spanning iconic biscuits and chocolates, prepared meals, sandwiches, produce and household items with quality and great value.",6348 1766,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/Meilleur-Moment/,"Our definition of MM space comes from the word “moment“.  Modern style, designed for simple living. Simple, Quality, Comfortable.",NIL,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/meyson/,"Founded in 1961, Meyson Jewellery is one of the most recognised and trusted jewellery brands in Singapore. In July 2002, Meyson Jewellery acquired a freehold 4-storey building and is the only jeweller in Singapore operating on such an organisational scale. This allows the brand to provide its customers with complete, quality service, as well as safeguard them when they purchase from Meyson Jewellery, resulting in a complete peace of mind.",6702 3889 ,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 11am - 9:30pm
Sunday: 11am - 9:30pm
"
/store-directory/Multiflora-Noibara/,"Established since 2002, MultiFlora TCM Spa has come a long way with the vision to bring health and wellness as well as beauty to all walks of life. Multiflora TCM Spa is the perfect sanctuary for both men and women to nurture your holistic health, mentally and physically. With the fusion of traditional Chinese remedies and latest western beauty technology, MultiFlora TCM pride themselves to provide you with the best solution to all your beauty and health concerns.",NIL,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 10am - 6pm
Sunday: 10am - 6pm
"
/store-directory/minmed-clinic/,"Minmed Clinic offers a range of affordable, quality primary healthcare services to individuals and families. Patients have access to a wide range of medical services, including GP consultations, health screening, vaccinations, chronic disease management, and work permit screening. The patient-centric clinic is CHAS-accredited, and welcomes various corporate plans.

Minmed Clinic is an excellent choice for individuals and families who are looking for quality healthcare services in a convenient and accessible location. With its comprehensive range of medical services, experienced healthcare professionals, and commitment to patient care, Minmed Clinic is a trusted provider of healthcare services for all.",62450123,"Monday: 9am - 5pm
Tuesday: 9am - 5pm
Wednesday: 9am - 5pm
Thursday: 9am - 5pm
Friday: 9am - 5pm
Saturday: 9am - 1pm
Sunday: Closed
"
/store-directory/mod.crystals,"Mod.Crystals offers mid-to-high-end affordable luxury accessories. Our jewellery features a perfect combination of natural stones like pearls, crystals, agate, jade, and S925 silver. Each piece is a unique, fashionable, and trendy accessory, including necklaces, earrings, rings, bracelets, and more. Every piece of jewellery is inspired by nature, showcasing vibrant colours and diverse design styles of natural elements. Our accessories transcend age, making them more fashionable and trendy. Mod.Crystals is not just an accessory; our design and quality ensure that all women can afford beautiful jewellery.",NIL,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/mothercare/,"Mothercare, a newborn and baby specialty store, has a strong reputation in specialism, quality, safety and innovation in products and services for mothers, mothers-to-be, babies and young children. Mothercare offers a diverse range of infant and baby products and accessories, essentials like sterilising equipment, bathtime, feeding must-haves and toys. Everything you need for a safe, child-friendly environment can be found here.

Mothercare takes pride in the fact that we have the products and the people to manage that wonderful, frustrating, hilarious, serious, exhausting and rewarding process called parenting. For more information, visit

www.mothercare.com.sg

.",6513 3216,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/mr-coconut/,"Based in Singapore since 2016, Mr Coconut is well-known for its coconut-based beverages and desserts.

Our products are made with 100% Fresh Coconut Juice, prepared daily. It is best for the humid weather while indulging with a refreshing feel and a healthy drink for all.",NIL,"Monday: 11am - 9:45pm
Tuesday: 11am - 9:45pm
Wednesday: 11am - 9:45pm
Thursday: 11am - 9:45pm
Friday: 11am - 9:45pm
Saturday: 11am - 9:45pm
Sunday: 11am - 9:45pm
"
/store-directory/muji/,"Japanese lifestyle brand –MUJI started as a revolt against heavily-branded goods in the 1980s. Since its inception, MUJI has riveted the company on 3 core principles - Selection of Materials, Streamlining of Processes and Simplification of Packages, which stays true to the brand ethos – “No-brand quality goods”.",63730545,"Monday: 10am - 10pm
Tuesday: 10am - 10pm
Wednesday: 10am - 10pm
Thursday: 10am - 10pm
Friday: 10am - 10pm
Saturday: 10am - 10pm
Sunday: 10am - 10pm
"
/store-directory/my-first-skool/,My First Skool (MFS) is the pioneer childcare arm of NTUC (National Trades Union Congress) First Campus Co-operative Limited. It was established as NTUC Childcare in 1977 and became an co-operative in 1992. MFS aims to provide quality and affordable childcare service that is accessible to parents.,6509 7887,"Monday: 7am - 7pm
Tuesday: 7am - 7pm
Wednesday: 7am - 7pm
Thursday: 7am - 7pm
Friday: 7am - 7pm
Saturday: 7am - 2pm
Sunday: Closed
"
/store-directory/nail-palace/,"Nail Palace, provides a comprehensive range of nail care services that nurture, pamper, and style your nails flawlessly! Our services includes Manicures and Pedicures of various types, Nail Art, Foot Hydrospa Therapy, Sole Renewal Treatment and more. Always on the forefront of nail fashion, we also provide an extensive range nail art services like nail crystals, freehand nail art painting, glitters, nail decals and Japanese 3D nail art design.",62810086,"Monday: 10am - 9:30pm
Tuesday: 10am - 9:30pm
Wednesday: 10am - 9:30pm
Thursday: 10am - 9:30pm
Friday: 10am - 9:30pm
Saturday: 10am - 9:30pm
Sunday: 10am - 9:30pm
"
/store-directory/nails-fifth-avenue/,"Established nail and lash salon that provides by manicure/pedicure services, comprehensive nails care and nail treatments (for fungus and in-grown nails), as well as value added services like nail and lash extensions.",63481251,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 10am - 7pm
Sunday: 10am - 7pm
"
/store-directory/nanyang-optical/,"Providing you with quality and clear vision, since 1960. We are committed to providing all our customers with utmost vision care, and specially curated products that are comfortable, fashionable, at affordable prices. We provide frames, lenses, contact lenses, myopia care and comprehensive eye-check services.",6440 0566,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/natures-farm/,"Nature's Farm® offers a comprehensive range of affordable health products and supplements from countries all over the world, including U.S.A, Japan, France, Europe, Italy, Australia, in addition to our own range of health supplements.",6345 7126,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/new-balance/,Always In Beta,6348 3549,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/nk-hairworks/,"NK Hairworks is a premier destination for exceptional scalp & haircare experience. With 10 outlets in Singapore, we offer a range of services designed to enhance not just your hair but also your overall well-being. Our team of skilled professionals is committed to delivering personalised and transformative experiences, ensuring every client leaves feeling confident and beautiful.",6344 0505 / 63449874,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/novita/,"My novita, My Singapore Brand.

With humble beginnings, novita is a home-grown Singapore brand with 23 years of rich knowledge and experience in creating innovative home appliances to enrich your modern households.

Keeping ahead of trend, novita gives new definition to the contemporary lifestyle by introducing the Air.Water.Body Total Wellness across multi-generation with 23 years of service commitment. Voted by consumers of Singapore, novita is the Winner of Reader’s Digest Trusted Brand water purifier category for 8 years and air purifier category for 9 years in a row, we thank you for your unwavering trust and support!

In gratitude, we pledge to pride & strive ourselves and looking forward to serving you and your loved ones for the years to come, in both home and workspaces with professionalism & sincerity.",6214 0183,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/novita2/,"My novita, My Singapore Brand.

With humble beginnings, novita is a home-grown Singapore brand with 23 years of rich knowledge and experience in creating innovative home appliances to enrich your modern households.

Keeping ahead of trend, novita gives new definition to the contemporary lifestyle by introducing the Air.Water.Body Total Wellness across multi-generation with 23 years of service commitment. Voted by consumers of Singapore, novita is the Winner of Reader’s Digest Trusted Brand water purifier category for 8 years and air purifier category for 9 years in a row, we thank you for your unwavering trust and support!

In gratitude, we pledge to pride & strive ourselves and looking forward to serving you and your loved ones for the years to come, in both home and workspaces with professionalism & sincerity.",6214 0183,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/ntuc-health-denticare/,"Your smile is one of the most important reflections of your individual personality. A healthy and beautiful smile not only looks good but also lifts your self-confidence, allowing you to assert emotions of happiness and joy.

As one of the leading dental care clinics in Singapore, we at NTUC Health Denticare believe in helping our patients develop a personalized plan that will help them maintain healthy teeth and beautiful smiles for the rest of their lives.",65904393,"Monday: 9am - 7:30pm
Tuesday: 9am - 6pm
Wednesday: 9am - 6pm
Thursday: 9am - 6pm
Friday: 9am - 6pm
Saturday: 9am - 12:30pm
Sunday: Closed
"
/store-directory/ogawa/,"At OGAWA, we believe in sharing ""The heart of wellness"" with all our customers by taking health equipment development and retailing to the next level. This means choosing positive health and attitude, as well as bringing harmony and balance to our customers' lives in order to create a sense of well-being. Our brand positioning calls us to move beyond just products to a strong focus on our customers and what really counts.",6346 5657,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/ojo-optometrist/,OJO Optometrist offers professional optometry services (spectacles and contact lenses) and eye care advice. The open concept store is designed to clearly display a wide array of eyewear from Asia to Europe.,64401398,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 9pm
Sunday: 10:30am - 9pm
"
/store-directory/old-chang-kee/,"Old Chang Kee is a household name renowned for its delectable curry puffs that are filled with curried potatoes, chicken and a slice of hardboiled egg, all cooked with a special blend of herbs and spices. Other than curry puffs, Old Chang Kee also boasts spring rolls, crab claws, sotong wings and yam pies amongst its vast product range.",6345 9431,"Monday: 10am - 9pm
Tuesday: 10am - 9pm
Wednesday: 10am - 9pm
Thursday: 10am - 9pm
Friday: 10am - 9pm
Saturday: 10am - 9pm
Sunday: 10am - 9pm
"
/store-directory/only-luxury-collection/,Only Luxury Collection is a boutique with fashion pieces of unique style. We house international signature brands and imported designer products.,63482386,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/oriental-hair-solutions/,"Oriental Hair Solutions was created to help people with hair and scalp problems caused by a stressful lifestyle, environmental damages, genetic problems and harsh chemicals used in various hairdressing techniques. At Oriental Hair Solutions, we believe in “The Natural Solutions with Oriental Wisdom.” In our treatments, more than 100 Natural Oriental Plant Herbs like Ginseng, Polygonum Multiflorum, Gentian are used, and are specifically concocted to cater to the needs of different individuals.",6348 1585,"Monday: 10:30am - 9pm
Tuesday: 10:30am - 9pm
Wednesday: 10:30am - 9pm
Thursday: 10:30am - 9pm
Friday: 10:30am - 9pm
Saturday: 10:30am - 8pm
Sunday: 10:30am - 7pm
"
/store-directory/osim/,"OSIM is about the experience of total well-being and living an inspiring life. We channel our Brand at every customer touch point, communicating our values through our products, our outlet, our brand image, our service excellence and in-depth knowledge of holistic health.

With over 30 years of experience and uncompromising dedication in developing innovative and reliable healthy lifestyle products. OSIM is the name you can trust for a healthier lifestyle and overall well-being.",6440 6490,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 10:30am - 10pm
Sunday: 10:30am - 9:30pm
"
/store-directory/osim-l3/,"OSIM is about the experience of total well-being and living an inspiring life. We channel our Brand at every customer touch point, communicating our values through our products, our outlet, our brand image, our service excellence and in-depth knowledge of holistic health.

With over 30 years of experience and uncompromising dedication in developing innovative and reliable healthy lifestyle products. OSIM is the name you can trust for a healthier lifestyle and overall well-being.",6344 6003,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 10:30am - 10pm
Sunday: 11am - 9:30pm
"
/store-directory/oto/,"Feeling stressed out, stiff and sore from a day of sitting in office? Take a moment to retreat into a restorative centre of calm. OTO relaxation solutions promise to transform your home or office into a blissful sanctuary to indulge your body from head to toe, allowing you to re-emerge energized. From Massage Chairs to Foot Massagers, relax every part of your weary body.",6322 3551 ,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/owell/,"OWELL is innovation-driven and emphasizes on the importance of service and product quality and safety. OWELL is GDPMDS (Goods Distribution Practice for Medical Device in Singapore) and the health products are uniquely designed to cater to the lifestyle of today's fast paced society. The easy to use and portable products provide great convenience for those who are constantly on the go. OWELL has 2 main product categories, namely: the BIO-Ge Titanium healthcare accessories and healthcare products.

OWELL also takes pride in its customer service excellence.  Each sales staff is trained to identify and understand the unique needs of every customer so as to make appropriate product recommendations, ensure high level of customer satisfaction and a pleasant shopping experience for all. in 2014, OWELL is honored to be awarded the Singapore Prestige Brand Award.",6339 0613,"Monday: 10:30am - 9:30pm
Tuesday: 10:30am - 9:30pm
Wednesday: 10:30am - 9:30pm
Thursday: 10:30am - 9:30pm
Friday: 10:30am - 9:30pm
Saturday: 10:30am - 9:30pm
Sunday: 10:30am - 9:30pm
"
/store-directory/owndays/,"Leading Japanese eyewear brand OWNDAYS is committed to offering high-quality, fashionable eyewear at affordable prices. With a vast selection of over 1,500 stylish options starting from $98, our glasses can be ready for you in just 20 minutes upon payment.",6222 0588,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 11am - 10pm
Sunday: 11am - 10pm
"
/store-directory/papparich/,"Designed as a cozy ambience with a trip down memory lane to the good old days of a family get together; or that familiar chit chat space with friends about everything under the sun, all these awaits you at PappaRich where you can indulge in all-time favorites such as PappaNasiLemak, Pappa Chicken Rice, Pappa Curry Laksa, Pappa Prawn Mee, and the deliciously creative drinks menu that fits right to your stomach and warms right up to your heart.",6344 6323,"Monday: 11am - 9:30pm
Tuesday: 11am - 9:30pm
Wednesday: 11am - 9:30pm
Thursday: 11am - 9:30pm
Friday: 11am - 9:30pm
Saturday: 10am - 9:30pm
Sunday: 10am - 9:30pm
"
/store-directory/paradise-classic/,"Helmed by a team of sincere and well-trained chefs, every dish at Paradise Classic is prepared from the heart with a flair for Chinese cooking. Embark on a journey of classic Chinese cuisine at Paradise Classic, with dishes that reminisce the taste of nostalgia home-cooked flavours, making an ideal choice for casual meals among friends and family.",6570 9625,"Monday: 11am - 10pm
Tuesday: 11am - 10pm
Wednesday: 11am - 10pm
Thursday: 11am - 10pm
Friday: 11am - 10pm
Saturday: 10:30am - 10pm
Sunday: 10:30am - 10pm
"
/store-directory/paris-baguette/,"Baked fresh every day! Paris Baguette is a global bakery-café chain, a French-inspired boulangerie from South Korea. Serving wide range of products from artisanal pastries, cakes, salad and sandwich to coffee and tea.",6592 5687,"Monday: 8am - 10pm
Tuesday: 8am - 10pm
Wednesday: 8am - 10pm
Thursday: 8am - 10pm
Friday: 8am - 10pm
Saturday: 8am - 10pm
Sunday: 8am - 10pm
"
/store-directory/paris-miki/,"With our open-concept stores, customers feel more comfortable to try on eyewears on display, as compared to the ones displayed in showcases. This unique shopping atmosphere is a signature of all our outlets.

At Paris Miki, we not only carry our exclusive high-quality products from Japan, but we also feature the latest eyewears from international fashion brands. Our specialty is in our wide range of high-quality single, progressive and occupational lenses from Japan. Being the largest chain store in Japan, we are able to obtain the latest in lens technology from manufacturers ahead of other optical stores. In fact, we can deliver a new pair of glasses within an hour, if the customer's prescription is within stock range.",6447 5146,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
/store-directory/pats-oven/,Indulgent. Simple. Your homegrown nuts 'bakery'.,9863 4344,"Monday: 10am - 9:30pm
Tuesday: 10am - 9:30pm
Wednesday: 10am - 9:30pm
Thursday: 10am - 9:30pm
Friday: 10am - 9:30pm
Saturday: 10am - 9:30pm
Sunday: 10am - 9:30pm
"
/store-directory/pavilion-optics/,Optical Shop,6440 7352,"Monday: 11am - 9pm
Tuesday: 11am - 9pm
Wednesday: 11am - 9pm
Thursday: 11am - 9pm
Friday: 11am - 9pm
Saturday: 11am - 9pm
Sunday: 11am - 9pm
"
